HouseNumber,SRID_29193
0587,POINT (358459.705167 7346590.780768)
0577,POINT (358453.217596 7346584.240303)
0550,POINT (358408.776159 7346597.705434)
0570,POINT (358422.867333 7346611.676357)
0560,POINT (358415.940556 7346604.721524)
0610,POINT (358451.890318 7346639.739588)
0597,POINT (358377.050442 7346689.723370)
0593,POINT (358372.865595 7346685.146251)
0583,POINT (358369.936757 7346682.479572)
0579,POINT (358365.752504 7346677.903017)
0608,POINT (358359.192585 7346728.664084)
0449,POINT (358273.781746 7346589.342982)
0214,POINT (358287.186883 7346646.293093)
0468,POINT (358214.351590 7346677.342118)
0416,POINT (358176.314863 7346641.415252)
0406,POINT (358169.068748 7346634.290115)
0407,POINT (358197.364494 7346605.569266)
0417,POINT (358205.583240 7346613.243446)
0425,POINT (358210.216721 7346617.279602)
0437,POINT (358219.414939 7346626.274231)
0169,POINT (358268.947029 7346693.547751)
0545,POINT (358296.039406 7346699.381372)
0549,POINT (358299.425841 7346703.278696)
0555,POINT (358304.787674 7346708.739814)
0585,POINT (358323.368314 7346727.504511)
0589,POINT (358327.242997 7346731.095065)
0595,POINT (358332.969430 7346736.433277)
0617,POINT (358348.627642 7346751.153203)
0614,POINT (358320.119456 7346780.925394)
0610,POINT (358315.127476 7346775.747619)
0604,POINT (358309.524290 7346770.498831)
0574,POINT (358288.427202 7346750.116551)
0403,POINT (358152.629899 7346647.999266)
0405,POINT (358156.014459 7346651.423944)
0434,POINT (358144.261833 7346699.489182)
0086,POINT (358193.880761 7346727.373327)
1307,POINT (358071.502906 7346721.754208)
1297,POINT (358079.185261 7346729.182795)
1287,POINT (358085.981318 7346736.100054)
0447,POINT (358135.929711 7346722.242789)
0433,POINT (358127.026106 7346713.913427)
0463,POINT (358148.251655 7346734.842846)
0473,POINT (358154.946962 7346741.463377)
1237,POINT (358122.331451 7346771.364514)
0547,POINT (358252.395928 7346753.122178)
0551,POINT (358256.089536 7346756.298731)
0589,POINT (358285.950095 7346779.810472)
0579,POINT (358278.428114 7346773.000314)
0540,POINT (358219.059139 7346772.172101)
0099,POINT (358221.252583 7346737.530789)
0087,POINT (358212.933898 7346745.510728)
0545,POINT (358206.625522 7346790.339719)
0559,POINT (358215.512130 7346799.238811)
0549,POINT (358209.988659 7346793.917912)
0539,POINT (358201.513542 7346785.433276)
0529,POINT (358194.361703 7346778.380058)
0527,POINT (358185.495793 7346769.636413)
1143,POINT (358190.400261 7346834.696092)
1225,POINT (358152.821762 7346798.575117)
0253,POINT (358100.000965 7349277.061555)
31,POINT (358005.458341 7349306.349602)
0407,POINT (357967.221249 7349210.700977)
0415,POINT (357966.622419 7349218.796017)
0421,POINT (357965.969318 7349226.180275)
0359,POINT (357947.644268 7349313.559370)
0393,POINT (357943.625781 7349313.781452)
0369,POINT (357939.624509 7349314.409888)
0007,POINT (357935.919314 7349315.275689)
0013,POINT (357934.410221 7349312.606865)
0015,POINT (357932.843186 7349309.764828)
0021,POINT (357928.028173 7349303.599759)
0027,POINT (357922.792209 7349296.847927)
0033,POINT (357919.440656 7349291.846053)
0095,POINT (357886.354695 7349249.724659)
0063,POINT (357900.228277 7349267.180951)
0053,POINT (357906.694739 7349275.794496)
0012,POINT (357962.674286 7349247.460121)
0016,POINT (357956.145317 7349246.907028)
0036,POINT (357938.954495 7349245.114713)
0042,POINT (357931.776008 7349244.286947)
0050,POINT (357924.070515 7349243.125329)
0058,POINT (357916.609915 7349243.157466)
0100,POINT (358964.881033 7349346.404035)
0110,POINT (358957.557338 7349349.781983)
0104,POINT (358961.125034 7349348.373309)
0122,POINT (358872.513122 7350483.995992)
0112,POINT (358872.089618 7350473.940458)
0042,POINT (358869.038925 7350404.045088)
0072,POINT (358870.391382 7350434.081534)
0158,POINT (358874.077088 7350520.367247)
0170,POINT (358874.217834 7350531.542013)
0200,POINT (358876.015544 7350561.718414)
0210,POINT (358876.552024 7350571.799673)
0220,POINT (358878.386565 7350584.286265)
0280,POINT (358881.188013 7350644.956180)
0229,POINT (358861.263980 7350643.043852)
0119,POINT (358856.622712 7350535.123948)
0360,POINT (358793.194002 7350633.397392)
0298,POINT (358808.909129 7350575.021198)
0268,POINT (358816.551931 7350546.011069)
0258,POINT (358819.099532 7350536.341026)
0299,POINT (358788.533397 7350568.220570)
0257,POINT (358801.456504 7350520.212403)
0097,POINT (358843.233703 7350362.524449)
0117,POINT (358838.120295 7350382.110687)
0161,POINT (357191.458527 7348032.815846)
0173,POINT (357181.148664 7348024.742197)
0028,POINT (357208.211062 7347995.223592)
0010,POINT (357220.967763 7347983.652573)
0090,POINT (357161.741397 7348036.157640)
0100,POINT (357154.338921 7348043.062185)
0110,POINT (357146.936444 7348049.966729)
0120,POINT (357139.533968 7348056.871273)
0130,POINT (357132.131215 7348063.775516)
0140,POINT (357124.729015 7348070.680362)
0150,POINT (357117.326539 7348077.584906)
0025,POINT (357243.271506 7348019.524807)
0005,POINT (357255.601972 7348003.778074)
0015,POINT (357249.436739 7348011.651440)
0045,POINT (357230.941040 7348035.271540)
0055,POINT (357224.775807 7348043.144907)
0065,POINT (357218.610574 7348051.018273)
0117,POINT (357185.960561 7348092.714268)
0107,POINT (357192.125794 7348084.840901)
0087,POINT (357204.456260 7348069.094168)
0097,POINT (357198.291027 7348076.967535)
0127,POINT (357179.795328 7348100.587635)
0137,POINT (357173.629773 7348108.460749)
0147,POINT (357167.464862 7348116.334368)
0332,POINT (357365.183585 7348246.842166)
0368,POINT (357354.743494 7348210.216052)
0015,POINT (357363.737782 7348270.212320)
0065,POINT (357311.887733 7348232.998784)
0035,POINT (357335.901753 7348251.802423)
0045,POINT (357327.634466 7348245.329250)
0055,POINT (357319.761099 7348239.164017)
0075,POINT (357303.648608 7348226.547145)
0004,POINT (357343.821567 7348175.373130)
0392,POINT (357348.045002 7348186.716284)
0066,POINT (357280.165605 7348205.036294)
0056,POINT (357286.330838 7348197.162927)
0046,POINT (357292.496071 7348189.289560)
0038,POINT (357298.661556 7348181.415872)
0026,POINT (357304.826537 7348173.542827)
0016,POINT (357310.991770 7348165.669460)
0006,POINT (357317.157003 7348157.796094)
0035,POINT (357237.105951 7348027.397921)
0110,POINT (357300.852692 7348247.091183)
0150,POINT (357228.117374 7348269.550738)
0140,POINT (357234.282607 7348261.677371)
0130,POINT (357240.447518 7348253.803752)
0120,POINT (357246.613073 7348245.930638)
0110,POINT (357252.778306 7348238.057271)
0100,POINT (357258.943539 7348230.183904)
0181,POINT (357268.541468 7348304.574510)
0080,POINT (357324.472791 7348265.586882)
0090,POINT (357316.599425 7348259.421649)
0100,POINT (357308.726058 7348253.256416)
0120,POINT (357292.613567 7348240.639544)
0037,POINT (357349.437516 7348288.473939)
0047,POINT (357343.272605 7348296.347558)
0057,POINT (357337.107372 7348304.220925)
0067,POINT (357330.942139 7348312.094292)
0077,POINT (357324.776906 7348319.967658)
0087,POINT (357318.611673 7348327.841025)
0097,POINT (357312.446440 7348335.714392)
0161,POINT (357284.709780 7348317.235093)
0171,POINT (357276.414835 7348310.739743)
0191,POINT (357260.668102 7348298.409277)
0203,POINT (357252.429230 7348291.957316)
0090,POINT (357265.108772 7348222.310538)
0360,POINT (357105.151474 7348093.340564)
0212,POINT (357074.311261 7348119.355531)
0224,POINT (357065.896535 7348127.656738)
0236,POINT (357058.055546 7348135.391373)
0421,POINT (357081.206000 7348157.362122)
0411,POINT (357089.079366 7348163.527355)
0201,POINT (357134.814849 7348158.030362)
0191,POINT (357140.980082 7348150.156996)
0350,POINT (357113.441152 7348099.831790)
0340,POINT (357121.314519 7348105.997023)
0330,POINT (357129.187885 7348112.162256)
0171,POINT (357153.310548 7348134.410263)
0181,POINT (357147.145315 7348142.283629)
0211,POINT (357128.649616 7348165.903729)
0221,POINT (357122.484383 7348173.777096)
0231,POINT (357116.318828 7348181.650210)
0484,POINT (357322.202613 7348099.309958)
0516,POINT (357313.792573 7348071.312844)
0008,POINT (357297.600880 7348032.732727)
0546,POINT (357304.767609 7348041.268639)
0536,POINT (357308.047422 7348052.185750)
0007,POINT (357322.717068 7348119.306343)
0017,POINT (357316.690286 7348127.127939)
0066,POINT (357233.944917 7348062.395890)
0056,POINT (357240.110150 7348054.522524)
0046,POINT (357246.275383 7348046.649157)
0036,POINT (357252.440869 7348038.775468)
0026,POINT (357258.605849 7348030.902424)
0016,POINT (357264.771082 7348023.029057)
0055,POINT (357274.180220 7348095.749450)
0035,POINT (357290.245425 7348108.421252)
0045,POINT (357282.053587 7348101.914683)
0065,POINT (357266.306853 7348089.584217)
0075,POINT (357258.067729 7348083.132578)
0006,POINT (357270.936315 7348015.155691)
0305,POINT (357170.580037 7348226.457203)
0232,POINT (357130.750653 7348192.226176)
0222,POINT (357136.916208 7348184.353062)
0202,POINT (357149.246674 7348168.606329)
0192,POINT (357155.411907 7348160.732962)
0182,POINT (357161.577140 7348152.859596)
0148,POINT (357181.896687 7348126.910334)
0138,POINT (357188.061598 7348119.036715)
0128,POINT (357194.227153 7348111.163601)
0118,POINT (357200.392386 7348103.290234)
0108,POINT (357206.557619 7348095.416868)
0098,POINT (357212.722852 7348087.543501)
0116,POINT (357254.632004 7348104.450780)
0181,POINT (357222.320781 7348161.934107)
0234,POINT (357203.486545 7348169.766552)
0086,POINT (357278.252104 7348122.946479)
0096,POINT (357270.378737 7348116.781246)
0106,POINT (357262.505371 7348110.616013)
0126,POINT (357246.392880 7348097.999140)
0041,POINT (357303.217151 7348145.833789)
0051,POINT (357297.051918 7348153.707155)
0061,POINT (357290.886685 7348161.580522)
0071,POINT (357284.721452 7348169.453888)
0081,POINT (357278.556219 7348177.327255)
0091,POINT (357272.390986 7348185.200622)
0101,POINT (357266.225753 7348193.073988)
0161,POINT (357238.489093 7348174.594690)
0171,POINT (357230.493146 7348167.898291)
0191,POINT (357214.447414 7348155.768874)
0201,POINT (357206.208290 7348149.317235)
0088,POINT (357218.888085 7348079.670135)
0204,POINT (357227.500060 7348188.570835)
0214,POINT (357218.435559 7348181.684355)
0224,POINT (357211.359659 7348175.932107)
0244,POINT (357195.247168 7348163.315235)
0115,POINT (357252.071439 7348211.149883)
0125,POINT (357245.906206 7348219.023250)
0135,POINT (357239.740651 7348226.896364)
0145,POINT (357233.575740 7348234.769983)
0155,POINT (357227.410507 7348242.643349)
0165,POINT (357221.245274 7348250.516716)
0175,POINT (357215.080041 7348258.390083)
0285,POINT (357187.343381 7348239.910785)
0295,POINT (357179.048435 7348233.415435)
0315,POINT (357163.301955 7348221.084646)
0325,POINT (357155.062830 7348214.633007)
0172,POINT (357167.742373 7348144.986229)
0262,POINT (357038.166674 7348151.568789)
0272,POINT (357030.338110 7348158.773286)
0282,POINT (357021.068328 7348167.517004)
0579,POINT (356997.743036 7348197.372221)
0565,POINT (357006.440188 7348204.182518)
0555,POINT (357014.313554 7348210.347751)
0545,POINT (357022.186921 7348216.512984)
0535,POINT (357030.060540 7348222.677895)
0525,POINT (357037.933654 7348228.843450)
0283,POINT (357083.668815 7348223.346204)
0273,POINT (357089.834048 7348215.472838)
0468,POINT (357062.295187 7348165.148207)
0458,POINT (357070.168554 7348171.313440)
0448,POINT (357078.041921 7348177.478673)
0263,POINT (357095.999281 7348207.599471)
0293,POINT (357077.503582 7348231.219571)
0303,POINT (357071.338349 7348239.092937)
0313,POINT (357065.173116 7348246.966304)
0435,POINT (357383.219376 7348598.041605)
0423,POINT (357389.623508 7348592.784016)
0415,POINT (357400.805735 7348585.338747)
0375,POINT (357430.965690 7348565.390558)
0385,POINT (357423.708846 7348570.353110)
0393,POINT (357415.172890 7348576.190375)
0405,POINT (357406.905843 7348581.844244)
0140,POINT (357328.885808 7348546.487728)
0050,POINT (357395.455892 7348531.901540)
0060,POINT (357387.216768 7348525.449900)
0100,POINT (357353.546740 7348514.994261)
0110,POINT (357347.381507 7348522.867628)
0040,POINT (357403.329259 7348538.066773)
0122,POINT (357339.659695 7348534.294590)
0120,POINT (357344.318153 7348528.345463)
0090,POINT (357359.711973 7348507.120895)
0006,POINT (357364.769722 7348299.415488)
0016,POINT (357358.604489 7348307.288854)
0178,POINT (357297.008580 7348454.812456)
0188,POINT (357288.769455 7348448.360816)
0184,POINT (357255.099428 7348437.905177)
0194,POINT (357248.934194 7348445.778544)
0153,POINT (357332.249763 7348459.335844)
0148,POINT (357320.628680 7348473.308155)
0158,POINT (357312.755313 7348467.142922)
0168,POINT (357304.881946 7348460.977689)
0113,POINT (357345.593404 7348496.195212)
0123,POINT (357339.428171 7348504.068579)
0133,POINT (357333.262938 7348511.941945)
0143,POINT (357327.097705 7348519.815312)
0153,POINT (357320.932472 7348527.688678)
0174,POINT (357261.264661 7348430.031811)
0228,POINT (357249.706980 7348312.407277)
0238,POINT (357241.468108 7348305.955316)
0295,POINT (357217.395756 7348369.890605)
0234,POINT (357176.971340 7348334.866579)
0224,POINT (357183.136895 7348326.993465)
0214,POINT (357189.302128 7348319.120099)
0204,POINT (357195.467361 7348311.246732)
0194,POINT (357201.632594 7348303.373366)
0184,POINT (357207.797827 7348295.499999)
0352,POINT (357152.368743 7348235.104502)
0314,POINT (357079.604941 7348257.542271)
0304,POINT (357085.770174 7348249.668904)
0294,POINT (357091.935729 7348241.795790)
0284,POINT (357098.100962 7348233.922423)
0274,POINT (357104.266195 7348226.049057)
0264,POINT (357110.431428 7348218.175690)
0421,POINT (357120.029357 7348292.566296)
0198,POINT (357273.327079 7348330.902976)
0218,POINT (357257.580346 7348318.572510)
0121,POINT (357298.292126 7348353.790286)
0131,POINT (357292.126571 7348361.663400)
0141,POINT (357285.961660 7348369.537019)
0151,POINT (357279.796427 7348377.410386)
0161,POINT (357273.631194 7348385.283753)
0171,POINT (357267.465961 7348393.157119)
0181,POINT (357261.300728 7348401.030486)
0275,POINT (357233.564068 7348382.551188)
0285,POINT (357225.269123 7348376.055838)
0305,POINT (357209.522642 7348363.725050)
0315,POINT (357201.283518 7348357.273410)
0174,POINT (357213.963060 7348287.626632)
0322,POINT (357176.354601 7348253.886607)
0332,POINT (357168.087566 7348247.413113)
0342,POINT (357160.549549 7348241.806022)
0362,POINT (357144.101708 7348228.631007)
0199,POINT (357200.925727 7348276.465977)
0209,POINT (357194.760494 7348284.339344)
0219,POINT (357188.595261 7348292.212711)
0229,POINT (357182.430028 7348300.086077)
0239,POINT (357176.264473 7348307.959191)
0249,POINT (357170.099562 7348315.832810)
0259,POINT (357163.934329 7348323.706177)
0401,POINT (357136.197669 7348305.226879)
0411,POINT (357127.902723 7348298.731529)
0431,POINT (357112.156243 7348286.400741)
0441,POINT (357103.916866 7348279.949424)
0254,POINT (357116.596661 7348210.302323)
0208,POINT (357265.453713 7348324.737743)
0257,POINT (357213.549959 7348461.142273)
0242,POINT (357246.502896 7348415.264023)
0252,POINT (357238.629529 7348409.098790)
0262,POINT (357230.756163 7348402.933557)
0272,POINT (357222.575036 7348396.527333)
0282,POINT (357214.308001 7348390.053838)
0245,POINT (357222.485482 7348450.599847)
0265,POINT (357210.155016 7348466.346580)
0261,POINT (357174.123411 7348441.371932)
0308,POINT (357130.434857 7348395.862833)
0304,POINT (357135.093315 7348389.913706)
0298,POINT (357141.258296 7348382.040662)
0266,POINT (357155.095536 7348364.369689)
0262,POINT (357159.753995 7348358.420562)
0258,POINT (357162.817348 7348352.942727)
0405,POINT (357063.559803 7348352.623633)
0409,POINT (357059.736243 7348349.525765)
0428,POINT (357100.232236 7348301.353821)
0346,POINT (357060.264552 7348284.425127)
0356,POINT (357054.099319 7348292.298494)
0386,POINT (357035.603620 7348315.918594)
0438,POINT (357091.992789 7348294.901929)
0305,POINT (357137.449227 7348357.528552)
0340,POINT (357066.429785 7348276.551760)
0343,POINT (357206.047921 7348674.525675)
0460,POINT (356988.759218 7348373.367442)
0476,POINT (356981.110232 7348384.862344)
0472,POINT (356985.768690 7348378.913217)
0912,POINT (357028.881783 7348456.408490)
0946,POINT (356997.986885 7348432.216266)
0270,POINT (357154.857775 7348449.739636)
0250,POINT (357170.998177 7348462.378363)
0260,POINT (357162.731142 7348455.904869)
0280,POINT (357146.984409 7348443.574403)
0290,POINT (357138.717374 7348437.100908)
0811,POINT (357114.691291 7348501.034607)
0299,POINT (357189.509866 7348492.824211)
0309,POINT (357183.344311 7348500.697325)
0329,POINT (357171.013845 7348516.444058)
0340,POINT (357111.345711 7348418.786938)
0370,POINT (357092.850012 7348442.407038)
0289,POINT (357195.675099 7348484.950844)
0319,POINT (357177.179078 7348508.570692)
0339,POINT (357164.848612 7348524.317425)
0350,POINT (357105.180478 7348426.660304)
0360,POINT (357099.015245 7348434.533671)
0791,POINT (357130.831693 7348513.673335)
0801,POINT (357122.564658 7348507.199840)
0821,POINT (357106.817925 7348494.869374)
0831,POINT (357098.551142 7348488.395558)
0380,POINT (357086.684779 7348450.280404)
0390,POINT (357080.594119 7348458.212165)
0400,POINT (357074.354635 7348466.027390)
0349,POINT (357158.683379 7348532.190791)
0525,POINT (357799.457042 7349328.614293)
0210,POINT (357782.351094 7349143.542390)
0018,POINT (357731.914504 7349192.667193)
0048,POINT (357736.727172 7349139.712802)
0006,POINT (357701.738874 7349086.785086)
0016,POINT (357696.247130 7349093.572808)
0203,POINT (357683.724464 7349154.212906)
0102,POINT (357641.718540 7349163.601774)
0128,POINT (357624.951441 7349185.182669)
0162,POINT (357704.251176 7349194.591810)
0582,POINT (356979.564277 7348205.731538)
0572,POINT (356986.742039 7348211.352079)
0562,POINT (356995.402742 7348218.133835)
0542,POINT (357011.149475 7348230.464301)
0532,POINT (357019.023095 7348236.629212)
